id,name,slug,city,state,phone,rating,reviews,place_id,reviews_link,predicted_label,r_30,r_60,r_90,r_365,first_review_date,parsed_working_hours,email_1,site,latitude,longitude,first_name,last_name,modern_trust_preview,created_at,updated_at
3d9804ad-5a02-4490-afb1-8a3c740413a5,Climate Flow LLC,climate-flow-llc,Anniston,Alabama,+1 256-235-8010,4.6,9,ChIJE7kLMJWzi4gRW2LHgB3KqTI,"https://search.google.com/local/reviews?placeid=ChIJE7kLMJWzi4gRW2LHgB3KqTI&q=hvac,+Anniston,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,0,2025-01-01 00:00:00,"{""monday"": ""7AM-9PM"", ""tuesday"": ""24/7"", ""wednesday"": ""7AM-9PM"", ""thursday"": ""7AM-9PM"", ""friday"": ""7AM-9PM"", ""saturday"": ""7AM-10PM"", ""sunday"": ""7AM-9PM""}",,,33.6184822,-85.8061626,,,https://atlasgrowth.ai/t/modern-trust/climate-flow-llc,2025-05-14 07:36:56,
87e0f1e0-b109-4d4a-a5f2-bb86ff64fe28,Gady Electrical Contractor Inc,gady-electrical-contractor-inc,Anniston,Alabama,+1 256-310-5109,4.8,64,ChIJVVVVVRW0i4gRWlT2t5qEwkc,"https://search.google.com/local/reviews?placeid=ChIJVVVVVRW0i4gRWlT2t5qEwkc&q=hvac,+Anniston,+AL,+US&authuser=0&hl=en&gl=US",not_logo,3,11,16,69,2022-10-01 00:00:00,,,,33.6598547,-85.8316194,,,https://atlasgrowth.ai/t/modern-trust/gady-electrical-contractor-inc,2025-05-14 07:36:56,
b0512696-23db-4afc-b63b-c24e1ff7b3bc,Worthey HVAC Services LLC,worthey-hvac-services-llc,Ardmore,Alabama,+1 256-797-3725,5.0,57,ChIJVRXPKxVZYogRdoD2LAbTYjo,"https://search.google.com/local/reviews?placeid=ChIJVRXPKxVZYogRdoD2LAbTYjo&q=hvac,+Ardmore,+AL,+US&authuser=0&hl=en&gl=US",logo,1,1,3,31,2023-02-01 00:00:00,"{""monday"": ""7AM-7PM"", ""tuesday"": ""7AM-7PM"", ""wednesday"": ""7AM-7PM"", ""thursday"": ""7AM-7PM"", ""friday"": ""7AM-7PM"", ""saturday"": ""7AM-7PM"", ""sunday"": ""Closed""}",,http://www.wortheyhvacservices.com/,34.958084,-86.825727,,,https://atlasgrowth.ai/t/modern-trust/worthey-hvac-services-llc,2025-05-14 07:36:56,
eb16f486-3fc0-4505-9fd0-fad74ec8afb0,Moss Heating and Cooling LLC,moss-heating-and-cooling-llc,Ashville,Alabama,+1 205-362-6574,5.0,126,ChIJg5Cd_QCAs6MRscetrSPCQQg,"https://search.google.com/local/reviews?placeid=ChIJg5Cd_QCAs6MRscetrSPCQQg&q=hvac,+Ashville,+AL,+US&authuser=0&hl=en&gl=US",logo,2,6,10,56,2020-03-01 00:00:00,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",ejmoss@mossheatingandcoolingllc.com,http://www.mossheatingandcoolingllc.com/,33.7688507,-86.2916501,,,https://atlasgrowth.ai/t/modern-trust/moss-heating-and-cooling-llc,2025-05-14 07:36:56,
0ae5c5af-bdf9-4db5-8e8e-86b45ec38491,Anchor Bay Mechanical,anchor-bay-mechanical,Athens,Alabama,,3.9,7,ChIJ7xuixYiJYogRM0LMg4zS3rA,"https://search.google.com/local/reviews?placeid=ChIJ7xuixYiJYogRM0LMg4zS3rA&q=hvac,+Athens,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,0,2025-03-01 00:00:00,"{""monday"": ""24/7"", ""tuesday"": ""7AM-8PM"", ""wednesday"": ""7AM-8PM"", ""thursday"": ""7AM-8PM"", ""friday"": ""7AM-8PM"", ""saturday"": ""Closed"", ""sunday"": ""7AM-8PM""}",info@anchormech.com,,34.7308144,-86.9306617,,,https://atlasgrowth.ai/t/modern-trust/anchor-bay-mechanical,2025-05-14 07:36:56,
1fb2f037-d960-454e-9637-b1d4821949fd,Chad Simmons Heating & Cooling,chad-simmons-heating-cooling,Athens,Alabama,+1 256-683-1048,5.0,8,ChIJ90cLlAJfYogRHzAsXTbRPQs,"https://search.google.com/local/reviews?placeid=ChIJ90cLlAJfYogRHzAsXTbRPQs&q=hvac,+Athens,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,1,2025-01-01 00:00:00,,,,34.8769796,-86.8636327,,,https://atlasgrowth.ai/t/modern-trust/chad-simmons-heating-cooling,2025-05-14 07:36:56,
7229c72b-fbed-4bf9-8273-b505a0d06b9a,Chad's Climate Control Heating & Air,chads-climate-control-heating-air,Athens,Alabama,+1 256-289-3836,5.0,17,ChIJq_qF2371YogRhdWHBKNbFn0,"https://search.google.com/local/reviews?placeid=ChIJq_qF2371YogRhdWHBKNbFn0&q=hvac,+Athens,+AL,+US&authuser=0&hl=en&gl=US",logo,1,3,4,20,2024-10-01 00:00:00,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",,http://hvachsv.com/,34.858086,-86.9747343,,,https://atlasgrowth.ai/t/modern-trust/chads-climate-control-heating-air,2025-05-14 07:36:56,
aafee211-4cdc-4d3d-b671-f5ceb7aeb2f8,Comfort Masters of North Alabama,comfort-masters-of-north-alabama,Athens,Alabama,+1 256-701-7123,5.0,49,ChIJtf-_J_NhYogRaWa9OI_tHv0,"https://search.google.com/local/reviews?placeid=ChIJtf-_J_NhYogRaWa9OI_tHv0&q=hvac,+Athens,+AL,+US&authuser=0&hl=en&gl=US",logo,0,1,2,36,2023-06-01 00:00:00,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",comfortmastersal@gmail.com,https://comfortmastersal.com/?utm_source=GMB,34.7678918,-86.8945048,,,https://atlasgrowth.ai/t/modern-trust/comfort-masters-of-north-alabama,2025-05-14 07:36:56,
5d205095-8d95-4d53-bf79-62380e904b1e,David Boston Heating & Cooling,david-boston-heating-cooling,Athens,Alabama,+1 256-729-5665,5.0,7,ChIJK7W_8N_rYogREqP9v1UXvRg,"https://search.google.com/local/reviews?placeid=ChIJK7W_8N_rYogREqP9v1UXvRg&q=hvac,+Athens,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,0,2025-03-01 00:00:00,"{""monday"": ""8AM-4PM"", ""tuesday"": ""8AM-4PM"", ""wednesday"": ""24/7"", ""thursday"": ""8AM-4PM"", ""friday"": ""8AM-4PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",,,34.9173506,-87.1628683,,,https://atlasgrowth.ai/t/modern-trust/david-boston-heating-cooling,2025-05-14 07:36:56,
3239f021-59e1-44d9-bf9a-11020eb69f80,Gatlin's Heating & Cooling Inc,gatlins-heating-cooling-inc,Athens,Alabama,+1 256-651-5009,4.5,30,ChIJn22ap0KLYogR-NR9C6rxNy0,"https://search.google.com/local/reviews?placeid=ChIJn22ap0KLYogR-NR9C6rxNy0&q=hvac,+Athens,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,2,2024-03-01 00:00:00,"{""monday"": ""7AM-5PM"", ""tuesday"": ""7AM-5PM"", ""wednesday"": ""7AM-5PM"", ""thursday"": ""7AM-5PM"", ""friday"": ""7AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",shawn@gatlinsinc.com,https://www.gatlinsinc.com/,34.8055199,-87.0242453,,,https://atlasgrowth.ai/t/modern-trust/gatlins-heating-cooling-inc,2025-05-14 07:36:56,
af3e67b8-340a-46cf-95bb-7ceef7107c85,North Alabama Heating and Cooling LLC,north-alabama-heating-and-cooling-llc,Athens,Alabama,+1 256-206-1837,4.8,10,ChIJU4plAsJfYogR7CpwagVZ-20,"https://search.google.com/local/reviews?placeid=ChIJU4plAsJfYogR7CpwagVZ-20&q=hvac,+Athens,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,0,2024-12-01 00:00:00,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",northalabamaheatingandcooling@gmail.com,http://northalabamaheatin.wixsite.com/website,34.8393638,-86.8821009,,,https://atlasgrowth.ai/t/modern-trust/north-alabama-heating-and-cooling-llc,2025-05-14 07:36:56,
7f413181-1d06-4840-8be6-117aabd9bfa9,"Pro Elite HVAC, LLC.",pro-elite-hvac-llc,Athens,Alabama,+1 256-497-8246,5.0,37,ChIJ8z3Z2CWNYogRGzEMmee6Fp0,"https://search.google.com/local/reviews?placeid=ChIJ8z3Z2CWNYogRGzEMmee6Fp0&q=hvac,+Athens,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,1,2023-12-01 00:00:00,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",,,34.8115504,-87.0059161,,,https://atlasgrowth.ai/t/modern-trust/pro-elite-hvac-llc,2025-05-14 07:36:56,
4e8d9acc-0d3b-4f8f-8fb8-8e01caf90965,Coley Air Conditioning Inc,coley-air-conditioning-inc,Atmore,Alabama,+1 251-428-1187,4.2,39,ChIJz6X0x7Z5kIgRIz-ZCzkNooo,"https://search.google.com/local/reviews?placeid=ChIJz6X0x7Z5kIgRIz-ZCzkNooo&q=hvac,+Atmore,+AL,+US&authuser=0&hl=en&gl=US",logo,1,7,8,20,2023-11-01 00:00:00,"{""monday"": ""7AM-4PM"", ""tuesday"": ""7AM-4PM"", ""wednesday"": ""7AM-4PM"", ""thursday"": ""7AM-4PM"", ""friday"": ""7AM-4PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",,http://coleyair.com/,31.0257962,-87.4857252,,,https://atlasgrowth.ai/t/modern-trust/coley-air-conditioning-inc,2025-05-14 07:36:56,
89f864d1-b637-42ca-a94e-034d42bb7c52,Surfside Heating & Cooling,surfside-heating-cooling,Atmore,Alabama,+1 251-236-7870,4.8,23,ChIJO8c1evd5kIgRED5cKwRxCFc,"https://search.google.com/local/reviews?placeid=ChIJO8c1evd5kIgRED5cKwRxCFc&q=hvac,+Atmore,+AL,+US&authuser=0&hl=en&gl=US",logo,10,32,55,135,2024-07-01 00:00:00,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",info@surfside.services,https://surfside.services/hvac/,31.014177,-87.4927577,,,https://atlasgrowth.ai/t/modern-trust/surfside-heating-cooling,2025-05-14 07:36:56,
8d52c794-e94c-4aff-ab9b-0cb8885a2af2,Wynn Creek AC,wynn-creek-ac,Atmore,Alabama,+1 251-359-6401,4.0,8,ChIJBfLBUYadmogRBGXnF1hCd8k,"https://search.google.com/local/reviews?placeid=ChIJBfLBUYadmogRBGXnF1hCd8k&q=hvac,+Atmore,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,4,5,2025-01-01 00:00:00,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",,https://atmore.wynncreekac.com/,31.1021334,-87.5671998,,,https://atlasgrowth.ai/t/modern-trust/wynn-creek-ac,2025-05-14 07:36:56,
b36bb613-3b11-478a-985e-beece5377ec5,Economy Air Heating & AC,economy-air-heating-ac,Auburn,Alabama,+1 334-524-5328,4.6,225,ChIJsZk_zTmTjIgRFztVrfLvkvU,"https://search.google.com/local/reviews?placeid=ChIJsZk_zTmTjIgRFztVrfLvkvU&q=hvac,+Auburn,+AL,+US&authuser=0&hl=en&gl=US",logo,0,2,3,29,2016-03-01 00:00:00,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",contacteconomyair@gmail.com,http://www.economyairauburn.com/,32.6109598,-85.4634212,,,https://atlasgrowth.ai/t/modern-trust/economy-air-heating-ac,2025-05-14 07:36:56,
8ff82f0e-fc34-48cc-8f20-88ac97c274e2,Delta Heating & Cooling LLC,delta-heating-cooling-llc,Bay Minette,Alabama,+1 251-458-4086,3.2,9,ChIJPVURMfmJmogRKvQEu2asPSk,"https://search.google.com/local/reviews?placeid=ChIJPVURMfmJmogRKvQEu2asPSk&q=hvac,+Bay+Minette,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,0,2025-01-01 00:00:00,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",sales@geltenpro.com,,30.886268,-87.7232524,,,https://atlasgrowth.ai/t/modern-trust/delta-heating-cooling-llc,2025-05-14 07:36:56,
93a16725-e898-4434-b74a-0e0438d3736d,Bobs Heating & Cooling Inc,bobs-heating-cooling-inc,Berry,Alabama,+1 205-689-4772,4.9,7,ChIJO2df1GIphogRRqZn7MdiIXg,"https://search.google.com/local/reviews?placeid=ChIJO2df1GIphogRRqZn7MdiIXg&q=hvac,+Berry,+AL,+US&authuser=0&hl=en&gl=US",logo,9,17,17,17,2025-03-01 00:00:00,,,,33.6770344,-87.5920202,,,https://atlasgrowth.ai/t/modern-trust/bobs-heating-cooling-inc,2025-05-14 07:36:56,
c69aa6c9-da61-4c7b-b5e7-276c43136972,1st Class Comfort Heating & Air,1st-class-comfort-heating-air,Birmingham,Alabama,+1 256-586-1121,4.9,73,ChIJPaxd5WHmiYgR80PPpgICYwQ,"https://search.google.com/local/reviews?placeid=ChIJPaxd5WHmiYgR80PPpgICYwQ&q=hvac,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,1,2022-06-01 00:00:00,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""Closed""}",1stclasscomfort@gmail.com,http://www.1stclasscomfort.com/,34.727308,-86.5472034,,,https://atlasgrowth.ai/t/modern-trust/1st-class-comfort-heating-air,2025-05-14 07:36:56,
827f6450-2e52-4447-9a0d-b20d6a150abf,205 Heating & Cooling LLC,205-heating-cooling-llc,Birmingham,Alabama,+1 205-365-5978,5.0,8,ChIJTU0k1AV3iYgR9JZ2DrDrZfk,"https://search.google.com/local/reviews?placeid=ChIJTU0k1AV3iYgR9JZ2DrDrZfk&q=hvac,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,1,4,2025-01-01 00:00:00,"{""monday"": ""7AM-6PM"", ""tuesday"": ""7AM-6PM"", ""wednesday"": ""7AM-6PM"", ""thursday"": ""7AM-6PM"", ""friday"": ""7AM-6PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",contact@sansoxygen.com,http://205heatingcooling.com/,33.686805,-86.5832514,,,https://atlasgrowth.ai/t/modern-trust/205-heating-cooling-llc,2025-05-14 07:36:56,
76bce540-f448-4c62-a63c-56352a5d010b,256 Heating and Cooling,256-heating-and-cooling,Birmingham,Alabama,+1 256-990-1349,5.0,6,ChIJjcbbc1rZiYgR7yx4BJ42LJU,"https://search.google.com/local/reviews?placeid=ChIJjcbbc1rZiYgR7yx4BJ42LJU&q=hvac,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,0,2025-03-01 00:00:00,"{""monday"": ""8AM-8PM"", ""tuesday"": ""8AM-8PM"", ""wednesday"": ""8AM-8PM"", ""thursday"": ""8AM-8PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""8AM-8PM"", ""sunday"": ""8AM-8PM""}",,,34.4251594,-86.604374,,,https://atlasgrowth.ai/t/modern-trust/256-heating-and-cooling,2025-05-14 07:36:56,
c81b0b4c-7db8-4411-a235-8a1dd19d91d2,911 Air LLC,911-air-llc,Birmingham,Alabama,,5.0,11,ChIJa2mrxLYjiYgRjmGBlE5BcAw,"https://search.google.com/local/reviews?placeid=ChIJa2mrxLYjiYgRjmGBlE5BcAw&q=hvac+contractor,+35216,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,0,2024-12-01 00:00:00,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",,,33.34478,-86.797435,,,https://atlasgrowth.ai/t/modern-trust/911-air-llc,2025-05-14 07:36:56,
c02f0e6a-2262-4b5f-8b0f-808bc7f0ecdb,A & E Service Company,a-e-service-company,Birmingham,Alabama,+1 205-470-8304,2.2,53,ChIJ9e4FuiQViYgRFPcaJJJslVw,"https://search.google.com/local/reviews?placeid=ChIJ9e4FuiQViYgRFPcaJJJslVw&q=hvac+contractor,+35210,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US",not_logo,0,0,0,1,2023-04-01 00:00:00,,,,33.4234586,-86.6669795,,,https://atlasgrowth.ai/t/modern-trust/a-e-service-company,2025-05-14 07:36:56,
103058a9-adfa-4b15-b6f9-d77dd381063d,A Advantage Air Inc.,a-advantage-air-inc,Birmingham,Alabama,+1 205-426-0093,4.1,9,ChIJ_aTbqysbiYgRsVedWY4WP2w,"https://search.google.com/local/reviews?placeid=ChIJ_aTbqysbiYgRsVedWY4WP2w&q=hvac+contractor,+35202,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,0,2025-01-01 00:00:00,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""8AM-5PM"", ""sunday"": ""8AM-5PM""}",a@smartcaresolutions.com,https://smartcaresolutions.com/providers/a-advantage-air/?utm_source=gbp,33.5271769,-86.7799841,,,https://atlasgrowth.ai/t/modern-trust/a-advantage-air-inc,2025-05-14 07:36:56,
9959de27-7bf2-4766-9f48-eec631cb94d3,A Better Way Heating & Cooling,a-better-way-heating-cooling,Birmingham,Alabama,+1 256-640-3507,4.9,17,ChIJnfWLNbR1YogRydTLczujn9E,"https://search.google.com/local/reviews?placeid=ChIJnfWLNbR1YogRydTLczujn9E&q=hvac,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US",logo,0,0,0,2,2024-10-01 00:00:00,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",,,34.58534,-86.6122191,,,https://atlasgrowth.ai/t/modern-trust/a-better-way-heating-cooling,2025-05-14 07:36:56,
