id,name,slug,city,state,phone,rating,reviews,place_id,location_reviews_link,reviews_link,latitude,longitude,site,email_1,verified,created_at,updated_at
3d9804ad-5a02-4490-afb1-8a3c740413a5,Climate Flow LLC,climate-flow-llc,Anniston,Alabama,+1 256-235-8010,4.6,9,ChIJE7kLMJWzi4gRW2LHgB3KqTI,"https://www.google.com/maps/place/Climate+Flow+LLC/@33.618482199999995,-85.8061626,13.99z/data=!4m16!1m7!3m6!1s0x888bb395300bb913:0x32a9ca1d80c7625b!2sClimate+Flow+LLC!8m2!3d33.618482199999995!4d-85.8061626!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888bb395300bb913:0x32a9ca1d80c7625b!8m2!3d33.618482199999995!4d-85.8061626!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,33.6184822,-85.8061626,,,False,2025-05-14T07:36:56.426Z,
87e0f1e0-b109-4d4a-a5f2-bb86ff64fe28,Gady Electrical Contractor Inc,gady-electrical-contractor-inc,Anniston,Alabama,+1 256-310-5109,4.8,64,ChIJVVVVVRW0i4gRWlT2t5qEwkc,"https://www.google.com/maps/place/Gady+Electrical+Contractor+Inc/@33.6598547,-85.8316194,13.99z/data=!4m16!1m7!3m6!1s0x888bb41555555555:0x47c2849ab7f6545a!2sGady+Electrical+Contractor+Inc!8m2!3d33.6598547!4d-85.8316194!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888bb41555555555:0x47c2849ab7f6545a!8m2!3d33.6598547!4d-85.8316194!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,33.6598547,-85.8316194,,,False,2025-05-14T07:36:56.426Z,
b0512696-23db-4afc-b63b-c24e1ff7b3bc,Worthey HVAC Services LLC,worthey-hvac-services-llc,Ardmore,Alabama,+1 256-797-3725,5,57,ChIJVRXPKxVZYogRdoD2LAbTYjo,"https://www.google.com/maps/place/Worthey+HVAC+Services+LLC/@34.958084,-86.825727,13.99z/data=!4m16!1m7!3m6!1s0x886259152bcf1555:0x3a62d3062cf68076!2sWorthey+HVAC+Services+LLC!8m2!3d34.958084!4d-86.825727!16s%2Fg%2F11ckvg1dmb!3m7!1s0x886259152bcf1555:0x3a62d3062cf68076!8m2!3d34.958084!4d-86.825727!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,34.958084,-86.825727,http://www.wortheyhvacservices.com/,,True,2025-05-14T07:36:56.426Z,
eb16f486-3fc0-4505-9fd0-fad74ec8afb0,Moss Heating and Cooling LLC,moss-heating-and-cooling-llc,Ashville,Alabama,+1 205-362-6574,5,126,ChIJg5Cd_QCAs6MRscetrSPCQQg,"https://www.google.com/maps/place/Moss+Heating+and+Cooling+LLC/@33.7688507,-86.2916501,13.99z/data=!4m16!1m7!3m6!1s0xa3b38000fd9d9083:0x841c223adadc7b1!2sMoss+Heating+and+Cooling+LLC!8m2!3d33.7688507!4d-86.2916501!16s%2Fg%2F11ckvg1dmb!3m7!1s0xa3b38000fd9d9083:0x841c223adadc7b1!8m2!3d33.7688507!4d-86.2916501!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,33.7688507,-86.2916501,http://www.mossheatingandcoolingllc.com/,ejmoss@mossheatingandcoolingllc.com,True,2025-05-14T07:36:56.426Z,
0ae5c5af-bdf9-4db5-8e8e-86b45ec38491,Anchor Bay Mechanical,anchor-bay-mechanical,Athens,Alabama,,3.9,7,ChIJ7xuixYiJYogRM0LMg4zS3rA,"https://www.google.com/maps/place/Anchor+Bay+Mechanical/@34.7308144,-86.9306617,13.99z/data=!4m16!1m7!3m6!1s0x88628988c5a21bef:0xb0ded28c83cc4233!2sAnchor+Bay+Mechanical!8m2!3d34.7308144!4d-86.9306617!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88628988c5a21bef:0xb0ded28c83cc4233!8m2!3d34.7308144!4d-86.9306617!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,34.7308144,-86.9306617,,info@anchormech.com,False,2025-05-14T07:36:56.426Z,
1fb2f037-d960-454e-9637-b1d4821949fd,Chad Simmons Heating & Cooling,chad-simmons-heating-cooling,Athens,Alabama,+1 256-683-1048,5,8,ChIJ90cLlAJfYogRHzAsXTbRPQs,"https://www.google.com/maps/place/Chad+Simmons+Heating+%26+Cooling/@34.8769796,-86.8636327,13.99z/data=!4m16!1m7!3m6!1s0x88625f02940b47f7:0xb3dd1365d2c301f!2sChad+Simmons+Heating+%26+Cooling!8m2!3d34.8769796!4d-86.8636327!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88625f02940b47f7:0xb3dd1365d2c301f!8m2!3d34.8769796!4d-86.8636327!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,34.8769796,-86.8636327,,,True,2025-05-14T07:36:56.426Z,
7229c72b-fbed-4bf9-8273-b505a0d06b9a,Chad's Climate Control Heating & Air,chads-climate-control-heating-air,Athens,Alabama,+1 256-289-3836,5,17,ChIJq_qF2371YogRhdWHBKNbFn0,"https://www.google.com/maps/place/Chad%27s+Climate+Control+Heating+%26+Air/@34.858086,-86.9747343,13.99z/data=!4m16!1m7!3m6!1s0x8862f57edb85faab:0x7d165ba30487d585!2sChad%27s+Climate+Control+Heating+%26+Air!8m2!3d34.858086!4d-86.9747343!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8862f57edb85faab:0x7d165ba30487d585!8m2!3d34.858086!4d-86.9747343!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,34.858086,-86.9747343,http://hvachsv.com/,,True,2025-05-14T07:36:56.426Z,
aafee211-4cdc-4d3d-b671-f5ceb7aeb2f8,Comfort Masters of North Alabama,comfort-masters-of-north-alabama,Athens,Alabama,+1 256-701-7123,5,49,ChIJtf-_J_NhYogRaWa9OI_tHv0,"https://www.google.com/maps/place/Comfort+Masters+of+North+Alabama/@34.7678918,-86.89450479999999,13.99z/data=!4m16!1m7!3m6!1s0x886261f327bfffb5:0xfd1eed8f38bd6669!2sComfort+Masters+of+North+Alabama!8m2!3d34.7678918!4d-86.89450479999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x886261f327bfffb5:0xfd1eed8f38bd6669!8m2!3d34.7678918!4d-86.89450479999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,34.7678918,-86.8945048,https://comfortmastersal.com/?utm_source=GMB,comfortmastersal@gmail.com,True,2025-05-14T07:36:56.426Z,
5d205095-8d95-4d53-bf79-62380e904b1e,David Boston Heating & Cooling,david-boston-heating-cooling,Athens,Alabama,+1 256-729-5665,5,7,ChIJK7W_8N_rYogREqP9v1UXvRg,"https://www.google.com/maps/place/David+Boston+Heating+%26+Cooling/@34.9173506,-87.1628683,13.99z/data=!4m16!1m7!3m6!1s0x8862ebdff0bfb52b:0x18bd1755bffda312!2sDavid+Boston+Heating+%26+Cooling!8m2!3d34.9173506!4d-87.1628683!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8862ebdff0bfb52b:0x18bd1755bffda312!8m2!3d34.9173506!4d-87.1628683!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,34.9173506,-87.1628683,,,False,2025-05-14T07:36:56.426Z,
3239f021-59e1-44d9-bf9a-11020eb69f80,Gatlin's Heating & Cooling Inc,gatlins-heating-cooling-inc,Athens,Alabama,+1 256-651-5009,4.5,30,ChIJn22ap0KLYogR-NR9C6rxNy0,"https://www.google.com/maps/place/Gatlin%27s+Heating+%26+Cooling+Inc/@34.8055199,-87.02424529999999,13.99z/data=!4m16!1m7!3m6!1s0x88628b42a79a6d9f:0x2d37f1aa0b7dd4f8!2sGatlin%27s+Heating+%26+Cooling+Inc!8m2!3d34.8055199!4d-87.02424529999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88628b42a79a6d9f:0x2d37f1aa0b7dd4f8!8m2!3d34.8055199!4d-87.02424529999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,34.8055199,-87.0242453,https://www.gatlinsinc.com/,shawn@gatlinsinc.com,True,2025-05-14T07:36:56.426Z,
af3e67b8-340a-46cf-95bb-7ceef7107c85,North Alabama Heating and Cooling LLC,north-alabama-heating-and-cooling-llc,Athens,Alabama,+1 256-206-1837,4.8,10,ChIJU4plAsJfYogR7CpwagVZ-20,"https://www.google.com/maps/place/North+Alabama+Heating+and+Cooling+LLC/@34.8393638,-86.8821009,13.99z/data=!4m16!1m7!3m6!1s0x88625fc202658a53:0x6dfb59056a702aec!2sNorth+Alabama+Heating+and+Cooling+LLC!8m2!3d34.8393638!4d-86.8821009!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88625fc202658a53:0x6dfb59056a702aec!8m2!3d34.8393638!4d-86.8821009!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,34.8393638,-86.8821009,http://northalabamaheatin.wixsite.com/website,northalabamaheatingandcooling@gmail.com,True,2025-05-14T07:36:56.426Z,
7f413181-1d06-4840-8be6-117aabd9bfa9,"Pro Elite HVAC, LLC.",pro-elite-hvac-llc,Athens,Alabama,+1 256-497-8246,5,37,ChIJ8z3Z2CWNYogRGzEMmee6Fp0,"https://www.google.com/maps/place/Pro+Elite+HVAC%2C+LLC./@34.8115504,-87.0059161,13.99z/data=!4m16!1m7!3m6!1s0x88628d25d8d93df3:0x9d16bae7990c311b!2sPro+Elite+HVAC%2C+LLC.!8m2!3d34.8115504!4d-87.0059161!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88628d25d8d93df3:0x9d16bae7990c311b!8m2!3d34.8115504!4d-87.0059161!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,34.8115504,-87.0059161,,,True,2025-05-14T07:36:56.426Z,
4e8d9acc-0d3b-4f8f-8fb8-8e01caf90965,Coley Air Conditioning Inc,coley-air-conditioning-inc,Atmore,Alabama,+1 251-428-1187,4.2,39,ChIJz6X0x7Z5kIgRIz-ZCzkNooo,"https://www.google.com/maps/place/Coley+Air+Conditioning+Inc/@31.0257962,-87.48572519999999,13.99z/data=!4m16!1m7!3m6!1s0x889079b6c7f4a5cf:0x8aa20d390b993f23!2sColey+Air+Conditioning+Inc!8m2!3d31.0257962!4d-87.48572519999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x889079b6c7f4a5cf:0x8aa20d390b993f23!8m2!3d31.0257962!4d-87.48572519999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,31.0257962,-87.4857252,http://coleyair.com/,,True,2025-05-14T07:36:56.426Z,
89f864d1-b637-42ca-a94e-034d42bb7c52,Surfside Heating & Cooling,surfside-heating-cooling,Atmore,Alabama,+1 251-236-7870,4.8,23,ChIJO8c1evd5kIgRED5cKwRxCFc,"https://www.google.com/maps/place/Surfside+Heating+%26+Cooling/@31.014177,-87.4927577,13.99z/data=!4m16!1m7!3m6!1s0x889079f77a35c73b:0x570871042b5c3e10!2sSurfside+Heating+%26+Cooling!8m2!3d31.014177!4d-87.4927577!16s%2Fg%2F11ckvg1dmb!3m7!1s0x889079f77a35c73b:0x570871042b5c3e10!8m2!3d31.014177!4d-87.4927577!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,31.014177,-87.4927577,https://surfside.services/hvac/,info@surfside.services,True,2025-05-14T07:36:56.426Z,
8d52c794-e94c-4aff-ab9b-0cb8885a2af2,Wynn Creek AC,wynn-creek-ac,Atmore,Alabama,+1 251-359-6401,4,8,ChIJBfLBUYadmogRBGXnF1hCd8k,"https://www.google.com/maps/place/Wynn+Creek+AC/@31.1021334,-87.5671998,13.99z/data=!4m16!1m7!3m6!1s0x889a9d8651c1f205:0xc977425817e76504!2sWynn+Creek+AC!8m2!3d31.1021334!4d-87.5671998!16s%2Fg%2F11ckvg1dmb!3m7!1s0x889a9d8651c1f205:0xc977425817e76504!8m2!3d31.1021334!4d-87.5671998!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,31.1021334,-87.5671998,https://atmore.wynncreekac.com/,,True,2025-05-14T07:36:56.426Z,
b36bb613-3b11-478a-985e-beece5377ec5,Economy Air Heating & AC,economy-air-heating-ac,Auburn,Alabama,+1 334-524-5328,4.6,225,ChIJsZk_zTmTjIgRFztVrfLvkvU,"https://www.google.com/maps/place/Economy+Air+Heating+%26+AC/@32.610959799999996,-85.4634212,13.99z/data=!4m16!1m7!3m6!1s0x888c9339cd3f99b1:0xf592eff2ad553b17!2sEconomy+Air+Heating+%26+AC!8m2!3d32.610959799999996!4d-85.4634212!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888c9339cd3f99b1:0xf592eff2ad553b17!8m2!3d32.610959799999996!4d-85.4634212!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,32.6109598,-85.4634212,http://www.economyairauburn.com/,contacteconomyair@gmail.com,True,2025-05-14T07:36:56.426Z,
8ff82f0e-fc34-48cc-8f20-88ac97c274e2,Delta Heating & Cooling LLC,delta-heating-cooling-llc,Bay Minette,Alabama,+1 251-458-4086,3.2,9,ChIJPVURMfmJmogRKvQEu2asPSk,"https://www.google.com/maps/place/Delta+Heating+%26+Cooling+LLC/@30.886267999999998,-87.72325239999999,13.99z/data=!4m16!1m7!3m6!1s0x889a89f93111553d:0x293dac66bb04f42a!2sDelta+Heating+%26+Cooling+LLC!8m2!3d30.886267999999998!4d-87.72325239999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x889a89f93111553d:0x293dac66bb04f42a!8m2!3d30.886267999999998!4d-87.72325239999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,30.886268,-87.7232524,,sales@geltenpro.com,True,2025-05-14T07:36:56.426Z,
93a16725-e898-4434-b74a-0e0438d3736d,Bobs Heating & Cooling Inc,bobs-heating-cooling-inc,Berry,Alabama,+1 205-689-4772,4.9,7,ChIJO2df1GIphogRRqZn7MdiIXg,"https://www.google.com/maps/place/Bobs+Heating+%26+Cooling+Inc/@33.6770344,-87.5920202,13.99z/data=!4m16!1m7!3m6!1s0x88862962d45f673b:0x782162c7ec67a646!2sBobs+Heating+%26+Cooling+Inc!8m2!3d33.6770344!4d-87.5920202!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88862962d45f673b:0x782162c7ec67a646!8m2!3d33.6770344!4d-87.5920202!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,33.6770344,-87.5920202,,,True,2025-05-14T07:36:56.426Z,
c69aa6c9-da61-4c7b-b5e7-276c43136972,1st Class Comfort Heating & Air,1st-class-comfort-heating-air,Birmingham,Alabama,+1 256-586-1121,4.9,73,ChIJPaxd5WHmiYgR80PPpgICYwQ,"https://www.google.com/maps/place/1st+Class+Comfort+Heating+%26+Air/@34.727308,-86.5472034,13.99z/data=!4m16!1m7!3m6!1s0x8889e661e55dac3d:0x4630202a6cf43f3!2s1st+Class+Comfort+Heating+%26+Air!8m2!3d34.727308!4d-86.5472034!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8889e661e55dac3d:0x4630202a6cf43f3!8m2!3d34.727308!4d-86.5472034!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,34.727308,-86.5472034,http://www.1stclasscomfort.com/,1stclasscomfort@gmail.com,True,2025-05-14T07:36:56.426Z,
827f6450-2e52-4447-9a0d-b20d6a150abf,205 Heating & Cooling LLC,205-heating-cooling-llc,Birmingham,Alabama,+1 205-365-5978,5,8,ChIJTU0k1AV3iYgR9JZ2DrDrZfk,"https://www.google.com/maps/place/205+Heating+%26+Cooling+LLC/@33.686805,-86.5832514,13.99z/data=!4m16!1m7!3m6!1s0x88897705d4244d4d:0xf965ebb00e7696f4!2s205+Heating+%26+Cooling+LLC!8m2!3d33.686805!4d-86.5832514!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88897705d4244d4d:0xf965ebb00e7696f4!8m2!3d33.686805!4d-86.5832514!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,33.686805,-86.5832514,http://205heatingcooling.com/,contact@sansoxygen.com,True,2025-05-14T07:36:56.426Z,
76bce540-f448-4c62-a63c-56352a5d010b,256 Heating and Cooling,256-heating-and-cooling,Birmingham,Alabama,+1 256-990-1349,5,6,ChIJjcbbc1rZiYgR7yx4BJ42LJU,"https://www.google.com/maps/place/256+Heating+and+Cooling/@34.4251594,-86.60437399999999,13.99z/data=!4m16!1m7!3m6!1s0x8889d95a73dbc68d:0x952c369e04782cef!2s256+Heating+and+Cooling!8m2!3d34.4251594!4d-86.60437399999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x8889d95a73dbc68d:0x952c369e04782cef!8m2!3d34.4251594!4d-86.60437399999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,34.4251594,-86.604374,,,True,2025-05-14T07:36:56.426Z,
c81b0b4c-7db8-4411-a235-8a1dd19d91d2,911 Air LLC,911-air-llc,Birmingham,Alabama,,5,11,ChIJa2mrxLYjiYgRjmGBlE5BcAw,"https://www.google.com/maps/place/911+Air+LLC/@33.34478,-86.797435,13.99z/data=!4m16!1m7!3m6!1s0x888923b6c4ab696b:0xc70414e9481618e!2s911+Air+LLC!8m2!3d33.34478!4d-86.797435!16s%2Fg%2F11ckvg1dmb!3m7!1s0x888923b6c4ab696b:0xc70414e9481618e!8m2!3d33.34478!4d-86.797435!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu","https://search.google.com/local/reviews?placeid=ChIJa2mrxLYjiYgRjmGBlE5BcAw&q=hvac+contractor,+35216,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US",33.34478,-86.797435,,,False,2025-05-14T07:36:56.426Z,
c02f0e6a-2262-4b5f-8b0f-808bc7f0ecdb,A & E Service Company,a-e-service-company,Birmingham,Alabama,+1 205-470-8304,2.2,53,ChIJ9e4FuiQViYgRFPcaJJJslVw,"https://www.google.com/maps/place/A+%26+E+Service+Company/@33.4234586,-86.6669795,13.99z/data=!4m16!1m7!3m6!1s0x88891524ba05eef5:0x5c956c92241af714!2sA+%26+E+Service+Company!8m2!3d33.4234586!4d-86.6669795!16s%2Fg%2F11ckvg1dmb!3m7!1s0x88891524ba05eef5:0x5c956c92241af714!8m2!3d33.4234586!4d-86.6669795!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu","https://search.google.com/local/reviews?placeid=ChIJ9e4FuiQViYgRFPcaJJJslVw&q=hvac+contractor,+35210,+Birmingham,+AL,+US&authuser=0&hl=en&gl=US",33.4234586,-86.6669795,,,True,2025-05-14T07:36:56.426Z,
