id,name,slug,city,state,phone,rating,reviews,place_id,reviews_link,predicted_label,r_30,r_60,r_90,r_365,first_review_date,parsed_working_hours,email_1,site,latitude,longitude,first_name,last_name,modern_trust_preview,created_at,updated_at
0b5ca72f-aa4a-4d19-8c95-d556db1951f7,Gdcronin Services,gdcronin-services,Bentonville,Arkansas,+1 479-312-4918,5,10,ChIJfw1u6UcbyYcRw3z3M93LySg,"https://search.google.com/local/reviews?placeid=ChIJfw1u6UcbyYcRw3z3M93LySg&q=hvac,+Bentonville,+AR,+US&authuser=0&hl=en&gl=US",not_logo,1,2,3,10,12/2024,"{""monday"": ""8AM-9PM"", ""tuesday"": ""9AM-9PM"", ""wednesday"": ""9AM-9PM"", ""thursday"": ""9AM-9PM"", ""friday"": ""9AM-9PM"", ""saturday"": ""9AM-9PM"", ""sunday"": ""Closed""}",galen@gdcroninservices.com,http://www.gdcroninservices.com/,36.3754142,-94.17756,,,https://atlasthrust.ai/t/modern-trust/gdcronin-services,2025-05-14T07:47:02.098Z,
14ed3e5d-d73a-4723-ad4b-d5eca159d479,Heating and Air Conditioning,heating-and-air-conditioning,Bentonville,Arkansas,+1 479-448-7647,4.5,8,ChIJN3ddHc0OyYcRIHQeoDsH1XM,"https://search.google.com/local/reviews?placeid=ChIJN3ddHc0OyYcRIHQeoDsH1XM&q=hvac,+Bentonville,+AR,+US&authuser=0&hl=en&gl=US",logo,1,2,2,8,01/2025,"{""monday"": ""8AM-8PM"", ""tuesday"": ""8AM-8PM"", ""wednesday"": ""8AM-8PM"", ""thursday"": ""8AM-8PM"", ""friday"": ""8AM-8PM"", ""saturday"": ""9AM-5PM"", ""sunday"": ""9AM-5PM""}",,,36.3850734,-94.2206263,,,https://atlasthrust.ai/t/modern-trust/heating-and-air-conditioning,2025-05-14T07:47:02.098Z,
b8ff9136-39a3-4080-a9ea-b67fa8524f03,Kramer & Company Mechanical,kramer-company-mechanical,Bentonville,Arkansas,+1 479-847-2379,4.9,133,ChIJNx25bjoEyYcR-yvRIpsTyeI,"https://search.google.com/local/reviews?placeid=ChIJNx25bjoEyYcR-yvRIpsTyeI&q=hvac,+Bentonville,+AR,+US&authuser=0&hl=en&gl=US",logo,19,33,46,133,12/2019,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",info@kramerandcomechanical.com,http://www.kramerandcomechanical.com/?utm_source=google,36.4144371,-94.3013761,,,https://atlasthrust.ai/t/modern-trust/kramer-company-mechanical,2025-05-14T07:47:02.098Z,
40d2ecd5-685d-4e96-a0e8-48e4c0064241,Osborn Heating & Air,osborn-heating-air,Bismarck,Arkansas,+1 501-865-4450,5,13,ChIJlSKOHNgvM4YR-Dg4Qtzbnoc,"https://search.google.com/local/reviews?placeid=ChIJlSKOHNgvM4YR-Dg4Qtzbnoc&q=hvac,+Bismarck,+AR,+US&authuser=0&hl=en&gl=US",not_logo,1,3,4,13,12/2024,"{""monday"": ""8AM-4:30PM"", ""tuesday"": ""8AM-4:30PM"", ""wednesday"": ""8AM-4:30PM"", ""thursday"": ""8AM-4:30PM"", ""friday"": ""8AM-4:30PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",osbornheatandair@gmail.com,https://www.osbornheatingandair.com/,34.3200741,-93.2599224,,,https://atlasthrust.ai/t/modern-trust/osborn-heating-air,2025-05-14T07:47:02.098Z,
2f48e75e-5756-406e-b32d-f7e58c75ae61,A & J Heating & Air Conditioning,a-j-heating-air-conditioning,Blytheville,Arkansas,+1 870-281-7034,2.5,13,ChIJA9V8l1areIgRlhCHL1KdTBA,"https://search.google.com/local/reviews?placeid=ChIJA9V8l1areIgRlhCHL1KdTBA&q=hvac,+Blytheville,+AR,+US&authuser=0&hl=en&gl=US",not_logo,1,3,4,13,12/2024,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",,,35.9181111,-89.9333497,,,https://atlasthrust.ai/t/modern-trust/a-j-heating-air-conditioning,2025-05-14T07:47:02.098Z,
b60489e2-e2b5-45af-b138-d85a7068058d,"Emmert Heating & Air, LLC",emmert-heating-air-llc,Blytheville,Arkansas,+1 870-740-0659,4.4,25,ChIJj3_ocVOteIgRLDO7wW7iuFk,"https://search.google.com/local/reviews?placeid=ChIJj3_ocVOteIgRLDO7wW7iuFk&q=hvac,+Blytheville,+AR,+US&authuser=0&hl=en&gl=US",not_logo,3,6,8,25,06/2024,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",emmertheating@gmail.com,http://www.emmertheatingandair.com/,35.9179313,-89.8554271,,,https://atlasthrust.ai/t/modern-trust/emmert-heating-air-llc,2025-05-14T07:47:02.098Z,
ff550f4c-ec40-46af-807c-fd2b72e5c0c7,Vincent and Sons Service Company,vincent-and-sons-service-company,Bonnerdale,Arkansas,+1 501-622-0830,4.9,17,ChIJJSu70f0zM4YRvDZAzVTz0a0,"https://search.google.com/local/reviews?placeid=ChIJJSu70f0zM4YRvDZAzVTz0a0&q=hvac,+Bonnerdale,+AR,+US&authuser=0&hl=en&gl=US",not_logo,2,4,5,17,10/2024,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",vincentandsonshotsprings@outlook.com,https://www.facebook.com/vincentservicecompany,34.408696,-93.299685,,,https://atlasthrust.ai/t/modern-trust/vincent-and-sons-service-company,2025-05-14T07:47:02.098Z,
b30a095f-f635-4ad7-af70-845d8b9fb198,DeltaCool LLC,deltacool-llc,Bono,Arkansas,+1 870-351-1983,5,19,ChIJ_7qCTGMp1IcR6bbWQQcet0k,"https://search.google.com/local/reviews?placeid=ChIJ_7qCTGMp1IcR6bbWQQcet0k&q=hvac,+Bono,+AR,+US&authuser=0&hl=en&gl=US",logo,2,4,6,19,09/2024,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",ashtynanderson@deltacool.us,https://www.facebook.com/deltacoolusa?mibextid=LQQJ4d,35.8542892,-90.8097992,Ashtynanderson,,https://atlasthrust.ai/t/modern-trust/deltacool-llc,2025-05-14T07:47:02.098Z,
fef0f122-2bac-4155-88a3-87d12b732e3a,Booneville Heating & Air Conditioning,booneville-heating-air-conditioning,Booneville,Arkansas,+1 479-849-3311,3.5,11,ChIJVzvxWeh3y4cR7I49w5MFLgM,"https://search.google.com/local/reviews?placeid=ChIJVzvxWeh3y4cR7I49w5MFLgM&q=hvac,+Booneville,+AR,+US&authuser=0&hl=en&gl=US",not_logo,1,2,3,11,12/2024,"{""monday"": ""7AM-9PM"", ""tuesday"": ""7AM-9PM"", ""wednesday"": ""7AM-9PM"", ""thursday"": ""7AM-9PM"", ""friday"": ""7AM-9PM"", ""saturday"": ""7AM-9PM"", ""sunday"": ""7AM-9PM""}",,,35.1399456,-93.9208152,,,https://atlasthrust.ai/t/modern-trust/booneville-heating-air-conditioning,2025-05-14T07:47:02.098Z,
2a8a6932-57eb-4222-8bb8-87db85d6ffc2,Baskins HVAC,baskins-hvac,Brinkley,Arkansas,+1 870-319-5277,4.9,201,ChIJjTo_L66Z1IcRVDqmLh4IUt8,"https://search.google.com/local/reviews?placeid=ChIJjTo_L66Z1IcRVDqmLh4IUt8&q=hvac,+Brinkley,+AR,+US&authuser=0&hl=en&gl=US",not_logo,30,50,70,201,03/2017,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""8AM-5PM"", ""sunday"": ""8AM-5PM""}",sales@baskinshvac.com,http://www.baskinshvac.com/,34.8878436,-91.19689,,,https://atlasthrust.ai/t/modern-trust/baskins-hvac,2025-05-14T07:47:02.098Z,
1d31eb65-33d1-41bb-b412-0c567cc3072d,Davis Pro Heat & Air LLC,davis-pro-heat-air-llc,Brookland,Arkansas,+1 870-565-4579,4.9,89,ChIJBX8etqB71ocRW_dXAmZHGCU,"https://search.google.com/local/reviews?placeid=ChIJBX8etqB71ocRW_dXAmZHGCU&q=hvac,+Brookland,+AR,+US&authuser=0&hl=en&gl=US",logo,13,22,31,89,10/2021,,info@davisproheatandair.com,https://www.davisproheatandair.com/?utm_source=google,35.9496909,-90.5763263,,,https://atlasthrust.ai/t/modern-trust/davis-pro-heat-air-llc,2025-05-14T07:47:02.098Z,
73e42539-dd4c-45c8-8fc8-f3238b590337,Big Rock HVAC Services,big-rock-hvac-services,Bryant,Arkansas,+1 501-529-9830,4.9,47,ChIJX84stpdRzYcRuIzEZHbL10Q,"https://search.google.com/local/reviews?placeid=ChIJX84stpdRzYcRuIzEZHbL10Q&q=hvac,+Bryant,+AR,+US&authuser=0&hl=en&gl=US",logo,7,11,16,47,07/2023,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",admin@bigrockhvac.com,https://bigrockhvac.com/,34.611252,-92.4956905,,,https://atlasthrust.ai/t/modern-trust/big-rock-hvac-services,2025-05-14T07:47:02.098Z,
bbf0908d-4cde-4a48-8f0f-60729a94459d,McGhee HVAC,mcghee-hvac,Bryant,Arkansas,+1 501-939-4707,5,13,ChIJ_e84-KFXzYcRIqyFb6p0b0E,"https://search.google.com/local/reviews?placeid=ChIJ_e84-KFXzYcRIqyFb6p0b0E&q=hvac,+Bryant,+AR,+US&authuser=0&hl=en&gl=US",logo,1,3,4,13,12/2024,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""7AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",nick@mcgheehvac.com,https://mcgheehvac.com/,34.622405,-92.5082492,Nick,,https://atlasthrust.ai/t/modern-trust/mcghee-hvac,2025-05-14T07:47:02.098Z,
ebd3b9e9-98c3-4321-ad66-4208a63caecd,P & R Distributors Inc,p-r-distributors-inc,Bryant,Arkansas,+1 501-847-9251,3.8,64,ChIJxddxz-NWzYcRTtnExVpqHPY,"https://search.google.com/local/reviews?placeid=ChIJxddxz-NWzYcRTtnExVpqHPY&q=hvac,+Bryant,+AR,+US&authuser=0&hl=en&gl=US",not_logo,9,16,22,64,10/2022,"{""monday"": ""7AM-5PM"", ""tuesday"": ""7AM-5PM"", ""wednesday"": ""7AM-5PM"", ""thursday"": ""7AM-5PM"", ""friday"": ""7AM-5PM"", ""saturday"": ""9AM-1PM"", ""sunday"": ""Closed""}",carijowill@hotmail.com,https://mobilehomepartsofarkansas.com/,34.6130097,-92.5138417,,,https://atlasthrust.ai/t/modern-trust/p-r-distributors-inc,2025-05-14T07:47:02.098Z,
df681f02-830b-463b-ac2d-b71b380fc810,Home Services at The Home Depot,home-services-at-the-home-depot,Cabot,Arkansas,+1 844-476-2140,3.8,9,ChIJhy2zivju0ocRsXqNqKNsJR4,"https://search.google.com/local/reviews?placeid=ChIJhy2zivju0ocRsXqNqKNsJR4&q=hvac,+Cabot,+AR,+US&authuser=0&hl=en&gl=US",not_logo,1,2,3,9,01/2025,"{""monday"": ""6AM-10PM"", ""tuesday"": ""6AM-10PM"", ""wednesday"": ""6AM-10PM"", ""thursday"": ""6AM-10PM"", ""friday"": ""6AM-10PM"", ""saturday"": ""6AM-10PM"", ""sunday"": ""8AM-8PM""}",public_relations@homedepot.com,https://www.homedepot.com/l/Cabot/AR/Cabot/72023/1412/services?emt=HSGMBGoogleMaps,34.9764007,-92.0346163,Public,Relations,https://atlasthrust.ai/t/modern-trust/home-services-at-the-home-depot,2025-05-14T07:47:02.098Z,
51e13244-11fd-489e-9542-74b606f06d6c,Lyons HVAC and Plumbing,lyons-hvac-and-plumbing,Cabot,Arkansas,+1 501-259-9972,5,100,ChIJu52O4Z3l0ocRVOde-TanY7k,"https://search.google.com/local/reviews?placeid=ChIJu52O4Z3l0ocRVOde-TanY7k&q=hvac,+Cabot,+AR,+US&authuser=0&hl=en&gl=US",logo,15,25,35,100,04/2021,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",lyonsserviceco@gmail.com,https://lyonshvacplumbing.com/,34.9670674,-91.9822057,Lyonsserviceco,,https://atlasthrust.ai/t/modern-trust/lyons-hvac-and-plumbing,2025-05-14T07:47:02.098Z,
e5e5776c-163f-40e1-8043-dd71fbba524a,"Dean's Heating and Air Conditioning, Inc.",deans-heating-and-air-conditioning-inc,Camden,Arkansas,+1 870-836-7785,4,27,ChIJ6_DtdWdDMoYRvZFCRfxcMfU,"https://search.google.com/local/reviews?placeid=ChIJ6_DtdWdDMoYRvZFCRfxcMfU&q=hvac,+Camden,+AR,+US&authuser=0&hl=en&gl=US",logo,4,6,9,27,05/2024,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",info@deansac.com,https://www.deansac.com/,33.562134,-92.8498477,,,https://atlasthrust.ai/t/modern-trust/deans-heating-and-air-conditioning-inc,2025-05-14T07:47:02.098Z,
fc0d1ca3-25bb-409d-bbfd-2fc046478fc0,Absolute Heat & Air LLC,absolute-heat-air-llc,Cave Springs,Arkansas,+1 479-531-1964,4.8,243,ChIJwY5Nj4ITyYcRlIA3xtLOuIQ,"https://search.google.com/local/reviews?placeid=ChIJwY5Nj4ITyYcRlIA3xtLOuIQ&q=hvac,+Cave+Springs,+AR,+US&authuser=0&hl=en&gl=US",logo,36,60,85,243,06/2015,"{""monday"": ""24/7"", ""tuesday"": ""24/7"", ""wednesday"": ""24/7"", ""thursday"": ""24/7"", ""friday"": ""24/7"", ""saturday"": ""24/7"", ""sunday"": ""24/7""}",info@ahahvac.com,https://ahahvac.com/,36.2591894,-94.2154857,,,https://atlasthrust.ai/t/modern-trust/absolute-heat-air-llc,2025-05-14T07:47:02.098Z,
43620adc-2423-4cc3-a47a-2ae9d0987505,Emmons Heating and Air,emmons-heating-and-air,Center Ridge,Arkansas,+1 501-733-5067,4.9,49,ChIJWaAHdUKG0ocRm_Kz0YiS7wo,"https://search.google.com/local/reviews?placeid=ChIJWaAHdUKG0ocRm_Kz0YiS7wo&q=hvac,+Center+Ridge,+AR,+US&authuser=0&hl=en&gl=US",not_logo,7,12,17,49,06/2023,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-4PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",superior-s@att.net,http://www.fixmyheatandac.com/,35.3302148,-92.5661585,Superior,S,https://atlasthrust.ai/t/modern-trust/emmons-heating-and-air,2025-05-14T07:47:02.098Z,
24f443a0-9f68-41b4-bfba-87bbcb446c86,Turn Key Heating and Air,turn-key-heating-and-air,Centerton,Arkansas,+1 479-903-2878,5,70,ChIJyTB-NvlJQIURRegDkVWwmHo,"https://search.google.com/local/reviews?placeid=ChIJyTB-NvlJQIURRegDkVWwmHo&q=hvac,+Centerton,+AR,+US&authuser=0&hl=en&gl=US",logo,10,17,24,70,07/2022,"{""monday"": ""8AM-6PM"", ""tuesday"": ""8AM-6PM"", ""wednesday"": ""8AM-6PM"", ""thursday"": ""8AM-6PM"", ""friday"": ""8AM-6PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",office@tk-hvac.com,https://tk-hvac.com/,36.3587706,-94.288766,,,https://atlasthrust.ai/t/modern-trust/turn-key-heating-and-air,2025-05-14T07:47:02.098Z,
f5c69f68-7ff3-4c15-ac35-e3096a8b8074,Airtech Heating & Cooling LLC - Clarksville Office,airtech-heating-cooling-llc-clarksville-office,Clarksville,Arkansas,+1 479-754-2653,4.8,19,ChIJNxcM3bJrzIcR2nE3QxUScf8,"https://search.google.com/local/reviews?placeid=ChIJNxcM3bJrzIcR2nE3QxUScf8&q=hvac,+Clarksville,+AR,+US&authuser=0&hl=en&gl=US",not_logo,2,4,6,19,09/2024,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",airtech@centurytel.net,http://www.airtechar.com/,35.45941,-93.461099,Airtech,,https://atlasthrust.ai/t/modern-trust/airtech-heating-cooling-llc-clarksville-office,2025-05-14T07:47:02.098Z,
bb0d7da0-73b4-4b71-92f4-2e721e868a8d,Arctic AirPro Care & Heat Llc,arctic-airpro-care-heat-llc,Clarksville,Arkansas,+1 479-888-2426,5,36,ChIJ0-NNZHVrzIcRXsNv8xOgTzk,"https://search.google.com/local/reviews?placeid=ChIJ0-NNZHVrzIcRXsNv8xOgTzk&q=hvac,+Clarksville,+AR,+US&authuser=0&hl=en&gl=US",logo,5,9,12,36,12/2023,"{""monday"": ""9AM-5PM"", ""tuesday"": ""9AM-5PM"", ""wednesday"": ""9AM-5PM"", ""thursday"": ""9AM-5PM"", ""friday"": ""9AM-5PM"", ""saturday"": ""Closed"", ""sunday"": ""Closed""}",john@arcticairpro.com,https://arcticairpro.com/,35.502124,-93.4954045,,,https://atlasthrust.ai/t/modern-trust/arctic-airpro-care-heat-llc,2025-05-14T07:47:02.098Z,
e130e24d-300f-4f95-8048-41b25589ef71,Clarksville Heating & Air,clarksville-heating-air,Clarksville,Arkansas,+1 479-705-0037,4.6,27,ChIJVTITuYtqzIcRbQhn7dsVfIY,"https://search.google.com/local/reviews?placeid=ChIJVTITuYtqzIcRbQhn7dsVfIY&q=hvac,+Clarksville,+AR,+US&authuser=0&hl=en&gl=US",not_logo,4,6,9,27,05/2024,"{""monday"": ""8AM-5PM"", ""tuesday"": ""8AM-5PM"", ""wednesday"": ""8AM-5PM"", ""thursday"": ""8AM-5PM"", ""friday"": ""8AM-5PM"", ""saturday"": ""9AM-3PM"", ""sunday"": ""Closed""}",clarksvilleheatingandair@gmail.com,https://clarksvilleheatingandair.net/,35.4771442,-93.4367264,Clarksvilleheatingandair,,https://atlasthrust.ai/t/modern-trust/clarksville-heating-air,2025-05-14T07:47:02.098Z,
