id,slug,subdomain,custom_domain,name,site,phone,phone_carrier_type,category,street,city,postal_code,state,latitude,longitude,rating,reviews,photos_count,working_hours,about,logo,verified,place_id,location_link,location_reviews_link,email_1,email_1_validator_status,email_1_full_name,facebook,instagram,extras,created_at,updated_at
0f82b293-2b60-4ee3-b6d7-083b2901a791,knupp-service-company,,,Knupp Service Company,https://www.knuppinc.com/,+1 501-516-8285,mobile,HVAC contractor,1 W Commerce Dr,Des Arc,72040,Arkansas,34.9841164,-91.50873,4,10,1,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}","{""Offerings"": {""Repair services"": true}}",,false,ChIJbeBMYdhs04cR8tu63MtEBtc,"https://www.google.com/maps/place/Knupp+Service+Company/@34.9841164,-91.50873,14z/data=!4m8!1m2!2m1!1sKnupp+Service+Company!3m4!1s0x87d36cd8614ce06d:0xd70644cbdcbadbf2!8m2!3d34.9841164!4d-91.50873","https://www.google.com/maps/place/Knupp+Service+Company/@34.9841164,-91.50873,13.99z/data=!4m16!1m7!3m6!1s0x87d36cd8614ce06d:0xd70644cbdcbadbf2!2sKnupp+Service+Company!8m2!3d34.9841164!4d-91.50873!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87d36cd8614ce06d:0xd70644cbdcbadbf2!8m2!3d34.9841164!4d-91.50873!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,,,,,"{""h3"":""89265b8cc4bffff"",""cid"":""15494147210387053554"",""kgmid"":""/g/11f50jzlkk"",""type"":""HVAC contractor"",""about"":""{\""Offerings\"": {\""Repair services\"": true}}"",""query"":""hvac contractor, 72429, Fisher, AR, US"",""phone_1"":"""",""phone_2"":"""",""phone_3"":"""",""twitter"":"""",""youtube"":"""",""owner_id"":""None"",""subtypes"":""HVAC contractor"",""google_id"":""0x87d36cd8614ce06d:0xd70644cbdcbadbf2"",""time_zone"":""America/Chicago"",""website_title"":""Connection denied by Geolocation"",""website_description"":"""",""site_company_insights_name"":""Atwill Media"",""site_company_insights_phone"":"""",""phone_whitepages_phones_name"":"""",""site_company_insights_country"":"""",""phone_phones_enricher_carrier_name"":""CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AR"",""phone_phones_enricher_carrier_type"":""mobile"",""site_company_insights_founded_year"":""""}",2025-05-14T07:47:02.098Z,
5e0103ad-4f21-4dcf-8fa3-1fb0d67a2892,riverbend-air-conditioning-inc,,,Riverbend Air Conditioning Inc,https://riverbendac.com/contact-us/,,,Air conditioning contractor,2009 AR-38,Des Arc,72040,Arkansas,34.9790081,-91.5137591,4.6,10,4,"{""Monday"": ""8:01AM-12AM"", ""Tuesday"": ""8:01AM-12AM"", ""Wednesday"": ""8:01AM-12AM"", ""Thursday"": ""8:01AM-12AM"", ""Friday"": ""8:01AM-12AM"", ""Saturday"": ""8:01AM-5AM"", ""Sunday"": ""8:01AM-12AM""}",{},,false,ChIJd9xeWfts04cR3Gqjjc1NbXs,"https://www.google.com/maps/place/Riverbend+Air+Conditioning+Inc/@34.9790081,-91.5137591,14z/data=!4m8!1m2!2m1!1sRiverbend+Air+Conditioning+Inc!3m4!1s0x87d36cfb595edc77:0x7b6d4dcd8da36adc!8m2!3d34.9790081!4d-91.5137591","https://www.google.com/maps/place/Riverbend+Air+Conditioning+Inc/@34.9790081,-91.5137591,13.99z/data=!4m16!1m7!3m6!1s0x87d36cfb595edc77:0x7b6d4dcd8da36adc!2sRiverbend+Air+Conditioning+Inc!8m2!3d34.9790081!4d-91.5137591!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87d36cfb595edc77:0x7b6d4dcd8da36adc!8m2!3d34.9790081!4d-91.5137591!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",sjaaskelainen@riverbendac.com,INVALID,Sarah Jaaskelainen,,,"{""h3"":""89265b8ce17ffff"",""cid"":""8893850384366529244"",""kgmid"":""/g/1tjfhcty"",""type"":""Air conditioning contractor"",""about"":""{}"",""query"":""hvac contractor, 72036, Cotton Plant, AR, US"",""phone_1"":"""",""phone_2"":"""",""phone_3"":"""",""twitter"":"""",""youtube"":"""",""owner_id"":""None"",""subtypes"":""Air conditioning contractor"",""google_id"":""0x87d36cfb595edc77:0x7b6d4dcd8da36adc"",""time_zone"":""America/Chicago"",""website_title"":"""",""website_description"":"""",""site_company_insights_name"":"""",""site_company_insights_phone"":"""",""phone_whitepages_phones_name"":"""",""site_company_insights_country"":"""",""phone_phones_enricher_carrier_name"":"""",""phone_phones_enricher_carrier_type"":"""",""site_company_insights_founded_year"":""""}",2025-05-14T07:47:02.098Z,
9a13f722-a13f-464a-b034-c7c5e5f5d7f8,air-masters-of-lake-village,,,Air Masters of Lake Village,https://www.facebook.com/airmasterslakevillage,+1 870-265-6000,mobile,HVAC contractor,,,,,33.3339035,-91.28811,4.6,10,0,"{""Monday"": ""8AM-6PM"", ""Tuesday"": ""8AM-6PM"", ""Wednesday"": ""8AM-6PM"", ""Thursday"": ""8AM-6PM"", ""Friday"": ""8AM-6PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",{},https://lh6.googleusercontent.com/-X-IrKY09ReQ/AAAAAAAAAAI/AAAAAAAAAAA/73lXHhdDeXo/s44-p-k-no-ns-nd/photo.jpg,true,ChIJIakV-FEJLIYRiT3xwl76rVY,"https://www.google.com/maps/place/Air+Masters+of+Lake+Village/@33.3339035,-91.28810999999999,14z/data=!4m8!1m2!2m1!1sAir+Masters+of+Lake+Village!3m4!1s0x862c0951f815a921:0x56adfa5ec2f13d89!8m2!3d33.3339035!4d-91.28810999999999","https://www.google.com/maps/place/Air+Masters+of+Lake+Village/@33.3339035,-91.28810999999999,13.99z/data=!4m16!1m7!3m6!1s0x862c0951f815a921:0x56adfa5ec2f13d89!2sAir+Masters+of+Lake+Village!8m2!3d33.3339035!4d-91.28810999999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x862c0951f815a921:0x56adfa5ec2f13d89!8m2!3d33.3339035!4d-91.28810999999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,,,https://www.facebook.com/airmasterslakevillage,,"{""h3"":""89445d22e3bffff"",""cid"":""6245923543137205641"",""kgmid"":""/g/11b7dz79w_"",""type"":""HVAC contractor"",""about"":""{}"",""query"":""hvac contractor, 71653, Lake Village, AR, US"",""phone_1"":""18702656000"",""phone_2"":"""",""phone_3"":"""",""twitter"":"""",""youtube"":"""",""owner_id"":""116179140500563160718"",""subtypes"":""HVAC contractor, Air conditioning contractor, Air conditioning repair service, Service establishment, Heating contractor"",""google_id"":""0x862c0951f815a921:0x56adfa5ec2f13d89"",""time_zone"":""America/Chicago"",""website_title"":"""",""website_description"":"""",""site_company_insights_name"":"""",""site_company_insights_phone"":"""",""phone_whitepages_phones_name"":"""",""site_company_insights_country"":"""",""phone_phones_enricher_carrier_name"":""NEW CINGULAR WIRELESS PCS, LLC"",""phone_phones_enricher_carrier_type"":""mobile"",""site_company_insights_founded_year"":""""}",2025-05-14T07:47:02.098Z,
088d1e8a-35e6-4e6c-8900-1ce45e6252d7,hunt-heat-air-services-llc,,,Hunt Heat & Air Services LLC,,+1 501-757-1993,mobile,HVAC contractor,,,,,35.8995375,-92.6097489,5,11,40,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Closed""}",{},https://lh4.googleusercontent.com/-RPtazCWY57w/AAAAAAAAAAI/AAAAAAAAAAA/3RZyThgHPPI/s44-p-k-no-ns-nd/photo.jpg,true,ChIJ3Wc-4TjiskYRSwbdilNmOko,"https://www.google.com/maps/place/Hunt+Heat+%26+Air+Services+LLC/@35.8995375,-92.6097489,14z/data=!4m8!1m2!2m1!1sHunt+Heat+%26+Air+Services+LLC!3m4!1s0x46b2e238e13e67dd:0x4a3a66538add064b!8m2!3d35.8995375!4d-92.6097489","https://www.google.com/maps/place/Hunt+Heat+%26+Air+Services+LLC/@35.8995375,-92.6097489,13.99z/data=!4m16!1m7!3m6!1s0x46b2e238e13e67dd:0x4a3a66538add064b!2sHunt+Heat+%26+Air+Services+LLC!8m2!3d35.8995375!4d-92.6097489!16s%2Fg%2F11ckvg1dmb!3m7!1s0x46b2e238e13e67dd:0x4a3a66538add064b!8m2!3d35.8995375!4d-92.6097489!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",huntheatandairservices@outlook.com,RECEIVING,,https://www.facebook.com/huntheatandairsevices/,,"{""h3"":""89265a8134fffff"",""cid"":""5348700016453944907"",""kgmid"":""/g/11ty4xsr16"",""type"":""HVAC contractor"",""about"":""{}"",""query"":""hvac contractor, 72657, Timbo, AR, US"",""phone_1"":""15017571993"",""phone_2"":"""",""phone_3"":"""",""twitter"":"""",""youtube"":"""",""owner_id"":""105043047680953013718"",""subtypes"":""HVAC contractor, Service establishment"",""google_id"":""0x46b2e238e13e67dd:0x4a3a66538add064b"",""time_zone"":""America/Chicago"",""website_title"":"""",""website_description"":"""",""site_company_insights_name"":"""",""site_company_insights_phone"":"""",""phone_whitepages_phones_name"":"""",""site_company_insights_country"":"""",""phone_phones_enricher_carrier_name"":""CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AR"",""phone_phones_enricher_carrier_type"":""mobile"",""site_company_insights_founded_year"":""""}",2025-05-14T07:47:02.098Z,
63ba7ec1-3345-4339-8e1e-2b0818d268be,unlimited-heating-and-air-llc,,,Unlimited Heating and Air LLC,,+1 479-325-9546,mobile,HVAC contractor,2818 Adrian Ave,Springdale,72764,Arkansas,36.1735676,-94.0997726,5,11,55,"{""Monday"": ""7:30AM-5PM"", ""Tuesday"": ""7:30AM-5PM"", ""Wednesday"": ""7:30AM-5PM"", ""Thursday"": ""7:30AM-5PM"", ""Friday"": ""7:30AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",{},https://lh4.googleusercontent.com/-hVmw6IP7ano/AAAAAAAAAAI/AAAAAAAAAAA/tREG8xBkM6c/s44-p-k-no-ns-nd/photo.jpg,true,ChIJ0zm6r88aY6oRZ5f9eEDV4G8,"https://www.google.com/maps/place/Unlimited+Heating+and+Air+LLC/@36.1735676,-94.0997726,14z/data=!4m8!1m2!2m1!1sUnlimited+Heating+and+Air+LLC!3m4!1s0xaa631acfafba39d3:0x6fe0d54078fd9767!8m2!3d36.1735676!4d-94.0997726","https://www.google.com/maps/place/Unlimited+Heating+and+Air+LLC/@36.1735676,-94.0997726,13.99z/data=!4m16!1m7!3m6!1s0xaa631acfafba39d3:0x6fe0d54078fd9767!2sUnlimited+Heating+and+Air+LLC!8m2!3d36.1735676!4d-94.0997726!16s%2Fg%2F11ckvg1dmb!3m7!1s0xaa631acfafba39d3:0x6fe0d54078fd9767!8m2!3d36.1735676!4d-94.0997726!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,,,,,"{""h3"":""8926ed7364bffff"",""cid"":""8061677805877696359"",""kgmid"":""/g/11q2bwd5v9"",""type"":""HVAC contractor"",""about"":""{}"",""query"":""hvac contractor, 72702, Fayetteville, AR, US"",""phone_1"":"""",""phone_2"":"""",""phone_3"":"""",""twitter"":"""",""youtube"":"""",""owner_id"":""117650890152887699534"",""subtypes"":""HVAC contractor"",""google_id"":""0xaa631acfafba39d3:0x6fe0d54078fd9767"",""time_zone"":""America/Chicago"",""website_title"":"""",""website_description"":"""",""site_company_insights_name"":"""",""site_company_insights_phone"":"""",""phone_whitepages_phones_name"":""Emily Rose Cousins"",""site_company_insights_country"":"""",""phone_phones_enricher_carrier_name"":""CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AR"",""phone_phones_enricher_carrier_type"":""mobile"",""site_company_insights_founded_year"":""""}",2025-05-14T07:47:02.098Z,
2e3b6401-7e0a-4fb9-a7c9-87a7ed0fe8df,clarks-heating-air-llc,,,Clarks Heating & Air LLC,,+1 479-957-8012,mobile,HVAC contractor,,,,,36.1908615,-94.1626795,4.5,11,121,"{""Monday"": ""9AM-5PM"", ""Tuesday"": ""9AM-5PM"", ""Wednesday"": ""9AM-5PM"", ""Thursday"": ""9AM-5PM"", ""Friday"": ""9AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",{},https://lh3.googleusercontent.com/-EL5QE4MOjA8/AAAAAAAAAAI/AAAAAAAAAAA/mCL5wbmnY9o/s44-p-k-no-ns-nd/photo.jpg,true,ChIJqwXrBYJtyYcRlalwYfimb6Y,"https://www.google.com/maps/place/Clarks+Heating+%26+Air+LLC/@36.1908615,-94.1626795,14z/data=!4m8!1m2!2m1!1sClarks+Heating+%26+Air+LLC!3m4!1s0x87c96d8205eb05ab:0xa66fa6f86170a995!8m2!3d36.1908615!4d-94.1626795","https://www.google.com/maps/place/Clarks+Heating+%26+Air+LLC/@36.1908615,-94.1626795,13.99z/data=!4m16!1m7!3m6!1s0x87c96d8205eb05ab:0xa66fa6f86170a995!2sClarks+Heating+%26+Air+LLC!8m2!3d36.1908615!4d-94.1626795!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87c96d8205eb05ab:0xa66fa6f86170a995!8m2!3d36.1908615!4d-94.1626795!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,,,,,"{""h3"":""8926ed44163ffff"",""cid"":""11992987918427793813"",""kgmid"":""/g/11h06s8dt4"",""type"":""HVAC contractor"",""about"":""{}"",""query"":""hvac contractor, 72702, Fayetteville, AR, US"",""phone_1"":"""",""phone_2"":"""",""phone_3"":"""",""twitter"":"""",""youtube"":"""",""owner_id"":""103867293690687864754"",""subtypes"":""HVAC contractor, Air conditioning contractor, Service establishment, Heating contractor"",""google_id"":""0x87c96d8205eb05ab:0xa66fa6f86170a995"",""time_zone"":""America/Chicago"",""website_title"":"""",""website_description"":"""",""site_company_insights_name"":"""",""site_company_insights_phone"":"""",""phone_whitepages_phones_name"":""John Robert Clark"",""site_company_insights_country"":"""",""phone_phones_enricher_carrier_name"":""CELLCO PARTNERSHIP DBA VERIZON WIRELESS - AR"",""phone_phones_enricher_carrier_type"":""mobile"",""site_company_insights_founded_year"":""""}",2025-05-14T07:47:02.098Z,
ef0b1ae0-2889-486c-81bc-a6223455ad5f,cavanaugh-hvac,,,Cavanaugh HVAC,https://cavanaugh-hvac.com/,+1 479-343-8281,,HVAC contractor,,,,,36.3165376,-94.2218104,5,11,19,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",{},https://lh4.googleusercontent.com/-n6-ulQa7D_E/AAAAAAAAAAI/AAAAAAAAAAA/r1eNvduc7vc/s44-p-k-no-ns-nd/photo.jpg,true,ChIJy5yvZ7qazW4RGr2y28NRF6o,"https://www.google.com/maps/place/Cavanaugh+HVAC/@36.3165376,-94.2218104,14z/data=!4m8!1m2!2m1!1sCavanaugh+HVAC!3m4!1s0x6ecd9aba67af9ccb:0xaa1751c3dbb2bd1a!8m2!3d36.3165376!4d-94.2218104","https://www.google.com/maps/place/Cavanaugh+HVAC/@36.3165376,-94.2218104,13.99z/data=!4m16!1m7!3m6!1s0x6ecd9aba67af9ccb:0xaa1751c3dbb2bd1a!2sCavanaugh+HVAC!8m2!3d36.3165376!4d-94.2218104!16s%2Fg%2F11ckvg1dmb!3m7!1s0x6ecd9aba67af9ccb:0xaa1751c3dbb2bd1a!8m2!3d36.3165376!4d-94.2218104!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",cavanaughhvac479@gmail.com,RECEIVING,,,,"{""h3"":""8926ed42d23ffff"",""cid"":""12256354812558490906"",""kgmid"":""/g/11vx5vw_7y"",""type"":""HVAC contractor"",""about"":""{}"",""query"":""hvac contractor, 72703, Fayetteville, AR, US"",""phone_1"":"""",""phone_2"":"""",""phone_3"":"""",""twitter"":"""",""youtube"":"""",""owner_id"":""105956922101876965236"",""subtypes"":""HVAC contractor, Service establishment"",""google_id"":""0x6ecd9aba67af9ccb:0xaa1751c3dbb2bd1a"",""time_zone"":""America/Chicago"",""website_title"":""Cavanaugh HVAC"",""website_description"":"""",""site_company_insights_name"":""Cavanaugh HVAC"",""site_company_insights_phone"":"""",""phone_whitepages_phones_name"":"""",""site_company_insights_country"":"""",""phone_phones_enricher_carrier_name"":"""",""phone_phones_enricher_carrier_type"":"""",""site_company_insights_founded_year"":""""}",2025-05-14T07:47:02.098Z,
c493a1e4-1bb1-4392-918f-79eb72beffc6,apex-hvac-services,,,Apex HVAC Services,http://www.apexhvacservicesllc.com/,+1 479-877-4917,mobile,HVAC contractor,,,,,36.2629026,-94.2489506,4.6,11,4,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",{},https://lh3.googleusercontent.com/-iOIrgZIkTvw/AAAAAAAAAAI/AAAAAAAAAAA/_hJbWJtEFzE/s44-p-k-no-ns-nd/photo.jpg,true,ChIJ8y6J2ugXyYcR6A9PhxowEk0,"https://www.google.com/maps/place/Apex+HVAC+Services/@36.2629026,-94.2489506,14z/data=!4m8!1m2!2m1!1sApex+HVAC+Services!3m4!1s0x87c917e8da892ef3:0x4d12301a874f0fe8!8m2!3d36.2629026!4d-94.2489506","https://www.google.com/maps/place/Apex+HVAC+Services/@36.2629026,-94.2489506,13.99z/data=!4m16!1m7!3m6!1s0x87c917e8da892ef3:0x4d12301a874f0fe8!2sApex+HVAC+Services!8m2!3d36.2629026!4d-94.2489506!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87c917e8da892ef3:0x4d12301a874f0fe8!8m2!3d36.2629026!4d-94.2489506!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",apexhvacservicesllc@gmail.com,RECEIVING,,,,"{""h3"":""8926ed472cfffff"",""cid"":""5553554180998631400"",""kgmid"":""/g/11j02c5d9g"",""type"":""HVAC contractor"",""about"":""{}"",""query"":""hvac contractor, 72711, Avoca, AR, US"",""phone_1"":"""",""phone_2"":"""",""phone_3"":"""",""twitter"":"""",""youtube"":"""",""owner_id"":""100423270283713691591"",""subtypes"":""HVAC contractor, Service establishment"",""google_id"":""0x87c917e8da892ef3:0x4d12301a874f0fe8"",""time_zone"":""America/Chicago"",""website_title"":""HVAC | APEX HVAC SERVICES"",""website_description"":""Your Comfort Is Our Priority. Serving the Northwest Arkansas and Southwest Missouri Area.\nAll your heating and cooling needs. Contact us today!\nAPEX HVAC SERVICES LLC"",""site_company_insights_name"":""Apexhvac"",""site_company_insights_phone"":"""",""phone_whitepages_phones_name"":""Samuel Lozano Gomez"",""site_company_insights_country"":"""",""phone_phones_enricher_carrier_name"":""T-Mobile USA Inc."",""phone_phones_enricher_carrier_type"":""mobile"",""site_company_insights_founded_year"":""""}",2025-05-14T07:47:02.098Z,
0719dfb8-2f96-4895-a80c-97e1fb3df2f3,ds-hvac,,,DS HVAC,https://ds-hvac.com/,+1 479-330-0010,mobile,HVAC contractor,1500 W Easy St,Rogers,72756,Arkansas,36.3478882,-94.1383522,4.9,11,7,"{""Monday"": ""7AM-5PM"", ""Tuesday"": ""7AM-5PM"", ""Wednesday"": ""7AM-5PM"", ""Thursday"": ""7AM-5PM"", ""Friday"": ""7AM-5PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",{},https://lh6.googleusercontent.com/-lNHC7T_EUqk/AAAAAAAAAAI/AAAAAAAAAAA/aE7hpfzRiCk/s44-p-k-no-ns-nd/photo.jpg,true,ChIJH5kk5CaJ6qwR6g6bsbqKv-w,"https://www.google.com/maps/place/DS+HVAC/@36.3478882,-94.1383522,14z/data=!4m8!1m2!2m1!1sDS+HVAC!3m4!1s0xacea8926e424991f:0xecbf8abab19b0eea!8m2!3d36.3478882!4d-94.1383522","https://www.google.com/maps/place/DS+HVAC/@36.3478882,-94.1383522,13.99z/data=!4m16!1m7!3m6!1s0xacea8926e424991f:0xecbf8abab19b0eea!2sDS+HVAC!8m2!3d36.3478882!4d-94.1383522!16s%2Fg%2F11ckvg1dmb!3m7!1s0xacea8926e424991f:0xecbf8abab19b0eea!8m2!3d36.3478882!4d-94.1383522!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,,,https://facebook.com/DiversifiedServicesNA,,"{""h3"":""8926ed543b3ffff"",""cid"":""17059506447951007466"",""kgmid"":""/g/11lnpvsqw6"",""type"":""HVAC contractor"",""about"":""{}"",""query"":""hvac contractor, 72713, Bentonville, AR, US"",""phone_1"":""4793461304"",""phone_2"":"""",""phone_3"":"""",""twitter"":"""",""youtube"":"""",""owner_id"":""101665441898222264062"",""subtypes"":""HVAC contractor, Air conditioning contractor, Furnace repair service, Heating contractor"",""google_id"":""0xacea8926e424991f:0xecbf8abab19b0eea"",""time_zone"":""America/Chicago"",""website_title"":""Northwest Arkansas HVAC Services - Diversified Services"",""website_description"":""Our certified technicians deliver reliable solutions at competitive rates, backed by our 100% satisfaction guarantee. Contact us today to schedule your service and enjoy year-round comfort in your home."",""site_company_insights_name"":"""",""site_company_insights_phone"":"""",""phone_whitepages_phones_name"":"""",""site_company_insights_country"":"""",""phone_phones_enricher_carrier_name"":""NEW CINGULAR WIRELESS PCS, LLC - IL"",""phone_phones_enricher_carrier_type"":""mobile"",""site_company_insights_founded_year"":""""}",2025-05-14T07:47:02.098Z,
202a5f1c-aea1-4d0f-9ab6-b9e8f8ee20e4,eagles-hvac-llc,,,Eagles HVAC LLC,,+1 479-631-2665,,HVAC contractor,1014 Slack St,Pea Ridge,72751,Arkansas,36.4427638,-94.1280191,4.6,11,15,"{""Monday"": ""8AM-8PM"", ""Tuesday"": ""8AM-8PM"", ""Wednesday"": ""8AM-8PM"", ""Thursday"": ""8AM-8PM"", ""Friday"": ""8AM-8PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}","{""From the business"": {""Identifies as veteran-owned"": true}, ""Service options"": {""Onsite services"": true, ""Online estimates"": false}, ""Other"": {""Identifies as veteran-owned"": true}}",https://lh3.googleusercontent.com/-SnGut7UiDuY/AAAAAAAAAAI/AAAAAAAAAAA/DFByxiboZC4/s44-p-k-no-ns-nd/photo.jpg,true,ChIJ8fPMXKkZyYcRLeobqcu84q8,"https://www.google.com/maps/place/Eagles+HVAC+LLC/@36.4427638,-94.12801909999999,14z/data=!4m8!1m2!2m1!1sEagles+HVAC+LLC!3m4!1s0x87c919a95cccf3f1:0xafe2bccba91bea2d!8m2!3d36.4427638!4d-94.12801909999999","https://www.google.com/maps/place/Eagles+HVAC+LLC/@36.4427638,-94.12801909999999,13.99z/data=!4m16!1m7!3m6!1s0x87c919a95cccf3f1:0xafe2bccba91bea2d!2sEagles+HVAC+LLC!8m2!3d36.4427638!4d-94.12801909999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87c919a95cccf3f1:0xafe2bccba91bea2d!8m2!3d36.4427638!4d-94.12801909999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",,,,,,"{""h3"":""8926ed56683ffff"",""cid"":""12673899884275558957"",""kgmid"":""/g/11q3_4jlm7"",""type"":""HVAC contractor"",""about"":""{\""From the business\"": {\""Identifies as veteran-owned\"": true}, \""Service options\"": {\""Onsite services\"": true, \""Online estimates\"": false}, \""Other\"": {\""Identifies as veteran-owned\"": true}}"",""query"":""hvac contractor, 72728, Elm Springs, AR, US"",""phone_1"":"""",""phone_2"":"""",""phone_3"":"""",""twitter"":"""",""youtube"":"""",""owner_id"":""115716227045925360572"",""subtypes"":""HVAC contractor"",""google_id"":""0x87c919a95cccf3f1:0xafe2bccba91bea2d"",""time_zone"":""America/Chicago"",""website_title"":"""",""website_description"":"""",""site_company_insights_name"":"""",""site_company_insights_phone"":"""",""phone_whitepages_phones_name"":""General Heating"",""site_company_insights_country"":"""",""phone_phones_enricher_carrier_name"":"""",""phone_phones_enricher_carrier_type"":"""",""site_company_insights_founded_year"":""""}",2025-05-14T07:47:02.098Z,
dc94ca82-c09c-41a6-b527-b6890bbfbc3d,central-arkansas-service-company,,,Central Arkansas Service Company,https://centralarservice.com/,+1 501-307-1310,mobile,HVAC contractor,8010 Counts Massie Rd B,North Little Rock,72113,Arkansas,34.8357115,-92.3819966,5,11,5,"{""Monday"": ""7AM-6PM"", ""Tuesday"": ""7AM-6PM"", ""Wednesday"": ""7AM-6PM"", ""Thursday"": ""7AM-6PM"", ""Friday"": ""7AM-6PM"", ""Saturday"": ""7AM-6PM"", ""Sunday"": ""7AM-6PM""}","{""Offerings"": {""Repair services"": true}}",https://lh4.googleusercontent.com/-lNKimjOEIVk/AAAAAAAAAAI/AAAAAAAAAAA/2vuvOpsa1l4/s44-p-k-no-ns-nd/photo.jpg,true,ChIJMSX8KBSh0ocRwAiNCnxXP-8,"https://www.google.com/maps/place/Central+Arkansas+Service+Company/@34.835711499999995,-92.3819966,14z/data=!4m8!1m2!2m1!1sCentral+Arkansas+Service+Company!3m4!1s0x87d2a11428fc2531:0xef3f577c0a8d08c0!8m2!3d34.835711499999995!4d-92.3819966","https://www.google.com/maps/place/Central+Arkansas+Service+Company/@34.835711499999995,-92.3819966,13.99z/data=!4m16!1m7!3m6!1s0x87d2a11428fc2531:0xef3f577c0a8d08c0!2sCentral+Arkansas+Service+Company!8m2!3d34.835711499999995!4d-92.3819966!16s%2Fg%2F11ckvg1dmb!3m7!1s0x87d2a11428fc2531:0xef3f577c0a8d08c0!8m2!3d34.835711499999995!4d-92.3819966!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",brandon@centralarservice.com,RECEIVING,,,,"{""h3"":""89265b4a54bffff"",""cid"":""17239594088862124224"",""kgmid"":""/g/11whzzfxh5"",""type"":""HVAC contractor"",""about"":""{\""Offerings\"": {\""Repair services\"": true}}"",""query"":""hvac contractor, 72116, North Little Rock, AR, US"",""phone_1"":""5013071310"",""phone_2"":"""",""phone_3"":"""",""twitter"":"""",""youtube"":"""",""owner_id"":""106320634029714926506"",""subtypes"":""HVAC contractor"",""google_id"":""0x87d2a11428fc2531:0xef3f577c0a8d08c0"",""time_zone"":""America/Chicago"",""website_title"":""Central Arkansas Service Company | Heating - Cooling - Plumbing"",""website_description"":"""",""site_company_insights_name"":""Central Arkansas Service"",""site_company_insights_phone"":""+1 501-307-1310"",""phone_whitepages_phones_name"":"""",""site_company_insights_country"":""United States"",""phone_phones_enricher_carrier_name"":""T-Mobile USA Inc."",""phone_phones_enricher_carrier_type"":""mobile"",""site_company_insights_founded_year"":""""}",2025-05-14T07:47:02.098Z,
